Date;Nom_Entreprise;Secteur;Type_Entreprise;Type_Pub;Programme;Quality_Score;Prix_Euros;Temps_Plateforme;Nb_Visites;Device;Heure_Achat;Visites_Avant_Achat;ID_Campagne;Numero_Campagne;Objectif_Audience_K_Vues;Audience_Realisee_K_Vues;Objectif_Atteint;Taux_Reussite_Campagne_Precedente;Media;Plateforme_Diffusion;Cible;Date_Debut;Date_Fin;Mois;Fenetre_Commerciale;Frequence;Audience_Placement_K_Vues;Reach_K;Couverture_Efficace_K;Taux_Lead;Taux_Vente;Leads_Realises;Ventes_Realises;Objectif_Conversion;Conversion_Realisee;Objectif_Conversion_Atteint
2025-03-25;CloudMatinik;Tech;Privé;Citation orale;MIZIK A;6.6;789.73;35.2;4;Mobile;15.0;11.0;CloudMatinik_C09;9;300;352.8;Oui;50;Karata;Spotify;Gamers;2024-12-23;2025-07-12;3;Carnaval;1.63;14.2;8.7;4.7;0.0440;0.0173;0.627;0.246;16.4;18.754;Oui
2025-04-06;CloudMatinik;Tech;Privé;Don;MOUN A MAS;5.9;289.1;15.0;3;Tablet;20.0;6.0;CloudMatinik_C09;9;300;352.8;Oui;50;Karata;Instagram;Gamers;2024-12-23;2025-07-12;4;Standard;3.65;12.3;3.4;3.4;0.0547;0.0137;0.671;0.168;16.4;18.754;Oui
2025-04-07;CloudMatinik;Tech;Privé;Citation orale;FWET A MAS;6.5;541.66;11.0;1;Mobile;18.0;1.0;CloudMatinik_C09;9;300;352.8;Oui;50;Karata;Instagram;Gamers;2024-12-23;2025-07-12;4;Standard;2.91;14.9;5.1;5.0;0.0826;0.0218;1.231;0.326;16.4;18.754;Oui
2025-04-15;CloudMatinik;Tech;Privé;Placement produit;FWET A MAS;9.9;1745.34;21.9;9;Mobile;18.0;7.0;CloudMatinik_C09;9;300;352.8;Oui;50;Karata;YouTube;Gamers;2024-12-23;2025-07-12;4;Standard;1.44;28.5;19.8;9.5;0.0987;0.0349;2.810;0.992;16.4;18.754;Oui
2025-04-17;CloudMatinik;Tech;Privé;Logo fin;INSIDE MAS;10.0;1042.54;11.1;9;Tablet;16.0;4.0;CloudMatinik_C09;9;300;352.8;Oui;50;Karata;YouTube;Gamers;2024-12-23;2025-07-12;4;Standard;1.73;30.6;17.7;10.2;0.0392;0.0088;1.199;0.271;16.4;18.754;Oui
2025-04-20;CloudMatinik;Tech;Privé;Don;FWET A MAS;9.9;347.02;4.2;2;Desktop;14.0;9.0;CloudMatinik_C09;9;300;352.8;Oui;50;Karata;YouTube;Gamers;2024-12-23;2025-07-12;4;Standard;1.52;28.5;18.8;9.5;0.0681;0.0179;1.938;0.509;16.4;18.754;Oui
2025-04-24;CloudMatinik;Tech;Particulier;Mécénat;LIVE;7.1;762.36;25.3;2;Desktop;12.0;3.0;CloudMatinik_C09;9;300;352.8;Oui;50;Karata;Facebook;Gamers;2024-12-23;2025-07-12;4;Standard;2.29;15.1;6.6;5.0;0.0381;0.0085;0.575;0.128;16.4;18.754;Oui
2025-05-01;CloudMatinik;Tech;Privé;Logo début/fin;LIVE;6.4;825.48;16.8;2;Mobile;12.0;4.0;CloudMatinik_C09;9;300;352.8;Oui;50;Karata;Facebook;Gamers;2024-12-23;2025-07-12;5;Standard;3.01;19.8;6.6;6.6;0.0348;0.0054;0.691;0.108;16.4;18.754;Oui
2025-06-20;CloudMatinik;Tech;Particulier;Mécénat;INSIDE MAS;9.1;752.21;27.4;8;Mobile;12.0;3.0;CloudMatinik_C09;9;300;352.8;Oui;50;Karata;Facebook;Gamers;2024-12-23;2025-07-12;6;Standard;2.42;27.5;11.4;9.2;0.0415;0.0109;1.141;0.299;16.4;18.754;Oui
2025-06-20;CloudMatinik;Tech;Privé;Logo fin;KARATA TOUR;5.1;833.58;22.2;1;Desktop;12.0;5.0;CloudMatinik_C09;9;300;352.8;Oui;50;Karata;YouTube;Gamers;2024-12-23;2025-07-12;6;Standard;1.64;18.0;11.0;6.0;0.0353;0.0096;0.634;0.172;16.4;18.754;Oui
2025-07-09;CloudMatinik;Tech;Privé;Logo début/fin;LIVE;6.1;793.71;44.0;6;Mobile;14.0;9.0;CloudMatinik_C09;9;300;352.8;Oui;50;Karata;YouTube;Gamers;2024-12-23;2025-07-12;7;Été;1.54;17.2;11.2;5.7;0.0494;0.0105;0.850;0.181;16.4;18.754;Oui
2025-07-11;CloudMatinik;Tech;Privé;Mécénat;MOUN A MAS;7.3;1056.81;10.7;9;Tablet;12.0;3.0;CloudMatinik_C09;9;300;352.8;Oui;50;Karata;Facebook;Gamers;2024-12-23;2025-07-12;7;Été;2.12;10.2;4.8;3.4;0.0367;0.0108;0.373;0.110;16.4;18.754;Oui
2025-07-12;CloudMatinik;Tech;Public;Placement produit;LIVE;5.3;1057.05;10.2;6;Tablet;14.0;2.0;CloudMatinik_C09;9;300;352.8;Oui;50;Karata;Facebook;Gamers;2024-12-23;2025-07-12;7;Été;2.03;25.4;12.5;8.5;0.0563;0.0158;1.429;0.400;16.4;18.754;Oui
2025-07-21;CloudMatinik;Tech;Privé;Logo début/fin;KARATA TOUR;7.2;1115.88;26.7;2;Tablet;12.0;2.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;YouTube;Artisan;2025-07-21;2025-12-23;7;Été;1.88;32.4;17.2;10.8;0.0610;0.0123;1.978;0.399;26.4;27.914;Oui
2025-08-11;CloudMatinik;Tech;Privé;Logo fin;INSIDE MAS;9.8;1026.33;3.4;1;Mobile;15.0;3.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;YouTube;Artisan;2025-07-21;2025-12-23;8;Été;1.50;26.0;17.3;8.7;0.0431;0.0078;1.122;0.202;26.4;27.914;Oui
2025-08-17;CloudMatinik;Tech;Privé;Logo fin;KARATA TOUR;7.8;1231.89;28.9;2;Desktop;16.0;10.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;Facebook;Artisan;2025-07-21;2025-12-23;8;Été;2.47;23.8;9.7;7.9;0.0364;0.0061;0.867;0.145;26.4;27.914;Oui
2025-08-17;CloudMatinik;Tech;Particulier;Placement produit;VIDEO PARTENAIRE;8.1;848.12;39.6;9;Mobile;8.0;5.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;YouTube;Artisan;2025-07-21;2025-12-23;8;Été;1.65;15.5;9.4;5.2;0.0815;0.0338;1.266;0.524;26.4;27.914;Oui
2025-08-17;CloudMatinik;Tech;Particulier;Don;KARATA TOUR;5.4;141.86;17.6;6;Tablet;16.0;1.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;Facebook;Artisan;2025-07-21;2025-12-23;8;Été;2.07;21.8;10.5;7.3;0.0756;0.0151;1.652;0.329;26.4;27.914;Oui
2025-08-19;CloudMatinik;Tech;Privé;Mécénat;INSIDE MAS;6.7;737.26;20.0;7;Mobile;10.0;11.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;Instagram;Artisan;2025-07-21;2025-12-23;8;Été;2.98;37.1;12.5;12.4;0.0537;0.0097;1.996;0.362;26.4;27.914;Oui
2025-08-23;CloudMatinik;Tech;Association;Logo début/fin;INSIDE MAS;6.4;499.43;24.2;7;Tablet;10.0;3.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;YouTube;Artisan;2025-07-21;2025-12-23;8;Été;1.45;33.9;23.4;11.3;0.0399;0.0117;1.350;0.397;26.4;27.914;Oui
2025-08-24;CloudMatinik;Tech;Association;Mécénat;LIVE;9.7;1079.01;4.0;5;Mobile;8.0;1.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;YouTube;Artisan;2025-07-21;2025-12-23;8;Été;1.91;34.8;18.2;11.6;0.0476;0.0108;1.657;0.375;26.4;27.914;Oui
2025-08-26;CloudMatinik;Tech;Public;Mécénat;LIVE;6.6;666.99;34.5;8;Tablet;8.0;7.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;Facebook;Artisan;2025-07-21;2025-12-23;8;Été;2.56;22.4;8.7;7.5;0.0546;0.0101;1.221;0.225;26.4;27.914;Oui
2025-09-02;CloudMatinik;Tech;Privé;Don;INSIDE MAS;7.5;175.34;6.9;2;Mobile;15.0;8.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;YouTube;Artisan;2025-07-21;2025-12-23;9;Standard;1.63;37.9;23.3;12.6;0.0742;0.0152;2.815;0.576;26.4;27.914;Oui
2025-09-10;CloudMatinik;Tech;Privé;Placement produit;INSIDE MAS;5.3;1096.44;41.3;9;Desktop;21.0;9.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;Instagram;Artisan;2025-07-21;2025-12-23;9;Standard;2.86;46.4;16.2;15.5;0.0974;0.0279;4.515;1.292;26.4;27.914;Oui
2025-11-07;CloudMatinik;Tech;Privé;Logo début/fin;MOUN A MAS;6.8;1087.29;30.4;4;Tablet;17.0;6.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;Facebook;Artisan;2025-07-21;2025-12-23;11;Standard;2.54;15.5;6.1;5.2;0.0627;0.0124;0.970;0.191;26.4;27.914;Oui
2025-11-15;CloudMatinik;Tech;Association;Logo fin;INSIDE MAS;8.8;703.72;25.5;3;Desktop;21.0;8.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;YouTube;Artisan;2025-07-21;2025-12-23;11;Standard;1.33;26.4;19.9;8.8;0.0462;0.0112;1.219;0.295;26.4;27.914;Oui
2025-11-26;CloudMatinik;Tech;Particulier;Placement produit;MOUN A MAS;9.2;2116.49;28.2;3;Tablet;15.0;4.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;Instagram;Artisan;2025-07-21;2025-12-23;11;Standard;2.84;24.5;8.6;8.2;0.0999;0.0168;2.451;0.413;26.4;27.914;Oui
2025-12-04;CloudMatinik;Tech;Public;Logo début/fin;VIDEO PARTENAIRE;8.4;402.19;32.3;1;Desktop;9.0;11.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;Facebook;Artisan;2025-07-21;2025-12-23;12;Standard;2.11;16.3;7.7;5.4;0.0513;0.0065;0.836;0.106;26.4;27.914;Oui
2025-12-14;CloudMatinik;Tech;Privé;Citation orale;MIZIK A;6.0;409.38;13.2;5;Mobile;19.0;8.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;Spotify;Artisan;2025-07-21;2025-12-23;12;Standard;1.66;13.0;7.9;4.3;0.0505;0.0195;0.658;0.254;26.4;27.914;Oui
2025-12-23;CloudMatinik;Tech;Privé;Logo début/fin;INSIDE MAS;5.2;617.89;21.6;1;Mobile;19.0;9.0;CloudMatinik_C10;10;400;461.5;Oui;75;Karata;YouTube;Artisan;2025-07-21;2025-12-23;12;Standard;1.42;33.7;23.7;11.2;0.0398;0.0079;1.340;0.267;26.4;27.914;Oui
2020-01-12;Cocoyer Sucré;Food;Public;Don;FWET A MAS;5.7;161.79;29.5;2;Tablet;9.0;9.0;Cocoyer Sucré_C01;1;500;375.3;Non;0;Karata;Instagram;Parent;2020-01-12;2020-07-05;1;Carnaval;2.96;58.1;19.6;19.4;0.0562;0.0136;3.263;0.792;29.3;25.786;Non
2020-06-05;Cocoyer Sucré;Food;Privé;Don;INSIDE MAS;7.5;297.86;17.0;5;Desktop;20.0;5.0;Cocoyer Sucré_C01;1;500;375.3;Non;0;Karata;YouTube;Parent;2020-01-12;2020-07-05;6;Standard;1.69;144.4;85.6;48.1;0.0790;0.0206;11.403;2.968;29.3;25.786;Non
2020-06-16;Cocoyer Sucré;Food;Privé;Logo fin;KARATA TOUR;7.9;1379.86;25.0;6;Desktop;21.0;3.0;Cocoyer Sucré_C01;1;500;375.3;Non;0;Karata;Facebook;Parent;2020-01-12;2020-07-05;6;Standard;2.13;95.7;44.9;31.9;0.0758;0.0184;7.255;1.760;29.3;25.786;Non
2020-07-05;Cocoyer Sucré;Food;Privé;Logo fin;KARATA TOUR;9.3;1633.6;25.0;2;Mobile;9.0;3.0;Cocoyer Sucré_C01;1;500;375.3;Non;0;Karata;Facebook;Parent;2020-01-12;2020-07-05;7;Été;2.26;77.1;34.2;25.7;0.0501;0.0095;3.865;0.733;29.3;25.786;Non
2020-11-27;Cocoyer Sucré;Food;Association;Don;INSIDE MAS;9.0;253.31;15.7;7;Mobile;20.0;5.0;Cocoyer Sucré_C02;2;650;725.8;Oui;50;Karata;YouTube;Gamers;2020-11-27;2021-02-06;11;Standard;1.42;249.2;175.8;83.1;0.0669;0.0142;16.676;3.534;59.0;52.028;Non
2020-12-17;Cocoyer Sucré;Food;Privé;Logo début/fin;MOUN A MAS;6.7;1190.67;25.0;5;Mobile;0.0;6.0;Cocoyer Sucré_C02;2;650;725.8;Oui;50;Karata;Instagram;Gamers;2020-11-27;2021-02-06;12;Standard;3.04;210.6;69.2;69.2;0.0646;0.0162;13.605;3.408;59.0;52.028;Non
2020-12-25;Cocoyer Sucré;Food;Particulier;Placement produit;LIVE;8.8;2014.56;26.6;3;Tablet;18.0;3.0;Cocoyer Sucré_C02;2;650;725.8;Oui;50;Karata;YouTube;Gamers;2020-11-27;2021-02-06;12;Standard;1.62;185.8;114.6;61.9;0.1015;0.0362;18.859;6.729;59.0;52.028;Non
2021-02-06;Cocoyer Sucré;Food;Privé;Don;MIZIK A;9.9;439.25;25.1;6;Desktop;21.0;2.0;Cocoyer Sucré_C02;2;650;725.8;Oui;50;Karata;Spotify;Gamers;2020-11-27;2021-02-06;2;Carnaval;1.88;80.1;42.5;26.7;0.0360;0.0078;2.888;0.625;59.0;52.028;Non
2021-03-16;Cocoyer Sucré;Food;Public;Citation orale;MOUN A MAS;7.1;1225.94;19.3;6;Desktop;21.0;5.0;Cocoyer Sucré_C03;3;500;445.0;Non;75;Karata;Facebook;Gamers;2021-03-16;2021-12-09;3;Carnaval;2.44;81.0;33.2;27.0;0.0797;0.0300;6.457;2.426;35.3;34.485;Non
2021-04-08;Cocoyer Sucré;Food;Association;Don;LIVE;6.3;193.71;25.4;2;Mobile;0.0;6.0;Cocoyer Sucré_C03;3;500;445.0;Non;75;Karata;Facebook;Gamers;2021-03-16;2021-12-09;4;Standard;2.64;129.5;49.0;43.2;0.0527;0.0145;6.826;1.872;35.3;34.485;Non
2021-06-23;Cocoyer Sucré;Food;Public;Don;MOUN A MAS;7.9;250.93;15.9;3;Mobile;0.0;6.0;Cocoyer Sucré_C03;3;500;445.0;Non;75;Karata;Facebook;Gamers;2021-03-16;2021-12-09;6;Standard;2.25;77.7;34.5;25.9;0.0554;0.0137;4.305;1.067;35.3;34.485;Non
2021-12-09;Cocoyer Sucré;Food;Privé;Citation orale;KARATA TOUR;6.0;922.41;30.4;4;Tablet;22.0;3.0;Cocoyer Sucré_C03;3;500;445.0;Non;75;Karata;YouTube;Gamers;2021-03-16;2021-12-09;12;Standard;1.17;156.8;134.2;52.3;0.1078;0.0315;16.896;4.931;35.3;34.485;Non
2022-02-14;Cocoyer Sucré;Food;Privé;Logo fin;KARATA TOUR;6.5;1608.36;24.2;9;Desktop;6.0;6.0;Cocoyer Sucré_C04;4;100;122.5;Oui;50;Karata;Instagram;Sport_Lover;2022-02-14;2022-07-14;2;Carnaval;2.50;42.3;16.9;14.1;0.0562;0.0105;2.377;0.444;6.3;7.467;Oui
2022-03-14;Cocoyer Sucré;Food;Privé;Logo début/fin;MOUN A MAS;6.3;1585.01;24.4;4;Tablet;7.0;3.0;Cocoyer Sucré_C04;4;100;122.5;Oui;50;Karata;Instagram;Sport_Lover;2022-02-14;2022-07-14;3;Carnaval;2.79;28.2;10.1;9.4;0.0820;0.0169;2.308;0.475;6.3;7.467;Oui
2022-04-16;Cocoyer Sucré;Food;Association;Logo fin;MIZIK A;7.2;425.66;24.2;9;Desktop;8.0;6.0;Cocoyer Sucré_C04;4;100;122.5;Oui;50;Karata;Spotify;Sport_Lover;2022-02-14;2022-07-14;4;Standard;1.82;20.0;11.0;6.7;0.0337;0.0060;0.674;0.120;6.3;7.467;Oui
2022-07-14;Cocoyer Sucré;Food;Privé;Logo fin;MIZIK A;8.9;790.6;32.6;7;Tablet;15.0;6.0;Cocoyer Sucré_C04;4;100;122.5;Oui;50;Karata;YouTube;Sport_Lover;2022-02-14;2022-07-14;7;Été;1.57;32.0;20.4;10.7;0.0658;0.0152;2.108;0.487;6.3;7.467;Oui
2022-08-13;Cocoyer Sucré;Food;Public;Placement produit;INSIDE MAS;7.5;1240.46;23.6;7;Desktop;9.0;5.0;Cocoyer Sucré_C05;5;75;105.2;Oui;75;Karata;YouTube;Sport_Lover;2022-08-13;2022-11-07;8;Été;1.46;32.1;21.9;10.7;0.1047;0.0369;3.364;1.187;8.3;7.778;Non
2022-08-22;Cocoyer Sucré;Food;Particulier;Don;INSIDE MAS;8.2;211.62;17.0;9;Tablet;22.0;1.0;Cocoyer Sucré_C05;5;75;105.2;Oui;75;Karata;YouTube;Sport_Lover;2022-08-13;2022-11-07;8;Été;1.18;26.4;22.4;8.8;0.0806;0.0284;2.132;0.752;8.3;7.778;Non
2022-10-14;Cocoyer Sucré;Food;Privé;Logo fin;KARATA TOUR;7.8;1318.26;16.7;9;Mobile;19.0;6.0;Cocoyer Sucré_C05;5;75;105.2;Oui;75;Karata;YouTube;Sport_Lover;2022-08-13;2022-11-07;10;Standard;1.69;29.8;17.6;9.9;0.0462;0.0074;1.377;0.220;8.3;7.778;Non
2022-11-07;Cocoyer Sucré;Food;Privé;Logo début/fin;VIDEO PARTENAIRE;6.2;348.87;24.8;5;Mobile;23.0;4.0;Cocoyer Sucré_C05;5;75;105.2;Oui;75;Karata;YouTube;Sport_Lover;2022-08-13;2022-11-07;11;Standard;1.61;16.8;10.4;5.6;0.0538;0.0178;0.905;0.298;8.3;7.778;Non
2023-01-08;Cocoyer Sucré;Food;Privé;Citation orale;INSIDE MAS;8.0;1561.49;20.2;9;Desktop;12.0;9.0;Cocoyer Sucré_C06;6;100;132.6;Oui;100;Karata;YouTube;Artisan;2023-01-08;2023-06-05;1;Carnaval;1.59;27.8;17.6;9.3;0.1165;0.0354;3.243;0.985;12.0;11.258;Non
2023-02-13;Cocoyer Sucré;Food;Privé;Placement produit;INSIDE MAS;8.6;3387.26;28.1;9;Tablet;19.0;8.0;Cocoyer Sucré_C06;6;100;132.6;Oui;100;Karata;YouTube;Artisan;2023-01-08;2023-06-05;2;Carnaval;1.54;42.3;27.4;14.1;0.0870;0.0417;3.681;1.763;12.0;11.258;Non
2023-05-11;Cocoyer Sucré;Food;Privé;Mécénat;KARATA TOUR;6.2;1157.43;7.5;3;Desktop;16.0;5.0;Cocoyer Sucré_C06;6;100;132.6;Oui;100;Karata;Instagram;Artisan;2023-01-08;2023-06-05;5;Standard;2.90;31.2;10.8;10.4;0.0660;0.0144;2.058;0.451;12.0;11.258;Non
2023-06-05;Cocoyer Sucré;Food;Privé;Mécénat;INSIDE MAS;8.7;1003.97;14.1;5;Mobile;18.0;4.0;Cocoyer Sucré_C06;6;100;132.6;Oui;100;Karata;Facebook;Artisan;2023-01-08;2023-06-05;6;Standard;2.17;31.3;14.4;10.4;0.0728;0.0190;2.276;0.595;12.0;11.258;Non
2023-09-10;Cocoyer Sucré;Food;Privé;Citation orale;INSIDE MAS;5.1;526.89;5.1;5;Desktop;14.0;6.0;Cocoyer Sucré_C07;7;300;305.5;Oui;100;Karata;Facebook;Sport_Lover;2023-09-10;2024-03-26;9;Standard;1.79;77.3;43.3;25.8;0.0853;0.0228;6.596;1.759;33.3;28.558;Non
2023-12-23;Cocoyer Sucré;Food;Privé;Placement produit;KARATA TOUR;7.3;2826.13;25.4;4;Desktop;8.0;8.0;Cocoyer Sucré_C07;7;300;305.5;Oui;100;Karata;YouTube;Sport_Lover;2023-09-10;2024-03-26;12;Standard;1.52;72.7;47.9;24.2;0.1159;0.0349;8.428;2.535;33.3;28.558;Non
2024-02-18;Cocoyer Sucré;Food;Association;Citation orale;KARATA TOUR;5.4;1073.33;9.2;8;Mobile;18.0;2.0;Cocoyer Sucré_C07;7;300;305.5;Oui;100;Karata;Facebook;Sport_Lover;2023-09-10;2024-03-26;2;Carnaval;2.00;80.1;40.0;26.7;0.0776;0.0205;6.219;1.641;33.3;28.558;Non
2024-03-26;Cocoyer Sucré;Food;Privé;Placement produit;VIDEO PARTENAIRE;5.4;1117.71;23.3;5;Tablet;17.0;2.0;Cocoyer Sucré_C07;7;300;305.5;Oui;100;Karata;YouTube;Sport_Lover;2023-09-10;2024-03-26;3;Carnaval;1.39;75.4;54.4;25.1;0.0970;0.0270;7.315;2.038;33.3;28.558;Non
2024-05-05;Cocoyer Sucré;Food;Public;Mécénat;INSIDE MAS;7.2;712.15;13.0;4;Mobile;18.0;6.0;Cocoyer Sucré_C08;8;150;177.3;Oui;75;Karata;Facebook;Parent;2024-05-05;2024-06-24;5;Standard;1.59;48.3;30.4;16.1;0.1050;0.0414;5.065;1.997;12.7;13.837;Oui
2024-06-03;Cocoyer Sucré;Food;Public;Logo début/fin;VIDEO PARTENAIRE;6.5;330.3;24.4;3;Mobile;11.0;8.0;Cocoyer Sucré_C08;8;150;177.3;Oui;75;Karata;YouTube;Parent;2024-05-05;2024-06-24;6;Standard;1.41;26.4;18.6;8.8;0.0333;0.0110;0.876;0.290;12.7;13.837;Oui
2024-06-19;Cocoyer Sucré;Food;Privé;Logo début/fin;LIVE;7.5;971.73;10.1;6;Desktop;17.0;7.0;Cocoyer Sucré_C08;8;150;177.3;Oui;75;Karata;Facebook;Parent;2024-05-05;2024-06-24;6;Standard;1.91;36.9;19.4;12.3;0.0698;0.0186;2.576;0.686;12.7;13.837;Oui
2024-06-24;Cocoyer Sucré;Food;Privé;Logo début/fin;INSIDE MAS;8.9;971.69;36.8;5;Tablet;17.0;8.0;Cocoyer Sucré_C08;8;150;177.3;Oui;75;Karata;Facebook;Parent;2024-05-05;2024-06-24;6;Standard;2.27;65.8;29.0;21.9;0.0809;0.0228;5.319;1.499;12.7;13.837;Oui
2024-08-12;Cocoyer Sucré;Food;Public;Don;LIVE;7.4;141.62;9.8;7;Mobile;18.0;8.0;Cocoyer Sucré_C09;9;200;292.4;Oui;75;Karata;Facebook;Sport_Lover;2024-08-12;2025-05-16;8;Été;2.63;106.5;40.5;35.5;0.0544;0.0105;5.793;1.115;25.3;22.881;Non
2025-01-15;Cocoyer Sucré;Food;Privé;Don;FWET A MAS;8.4;275.48;8.2;3;Mobile;17.0;6.0;Cocoyer Sucré_C09;9;200;292.4;Oui;75;Karata;YouTube;Sport_Lover;2024-08-12;2025-05-16;1;Carnaval;1.75;100.6;57.3;33.5;0.0742;0.0240;7.466;2.415;25.3;22.881;Non
2025-05-16;Cocoyer Sucré;Food;Privé;Placement produit;VIDEO PARTENAIRE;9.3;1238.86;30.0;15;Mobile;17.0;7.0;Cocoyer Sucré_C09;9;200;292.4;Oui;75;Karata;YouTube;Sport_Lover;2024-08-12;2025-05-16;5;Standard;1.47;85.3;58.2;28.4;0.1128;0.0430;9.622;3.668;25.3;22.881;Non
2025-08-22;Cocoyer Sucré;Food;Association;Placement produit;INSIDE MAS;10.0;1582.08;20.1;8;Tablet;16.0;6.0;Cocoyer Sucré_C10;10;200;301.0;Oui;100;Karata;YouTube;Parent;2025-08-22;2025-10-22;8;Été;1.39;105.7;76.3;35.2;0.1202;0.0317;12.700;3.347;31.1;27.282;Non
2025-10-17;Cocoyer Sucré;Food;Privé;Citation orale;INSIDE MAS;5.8;669.48;39.2;3;Desktop;20.0;7.0;Cocoyer Sucré_C10;10;200;301.0;Oui;100;Karata;YouTube;Parent;2025-08-22;2025-10-22;10;Standard;1.62;144.1;88.8;48.0;0.0745;0.0264;10.740;3.805;31.1;27.282;Non
2025-10-22;Cocoyer Sucré;Food;Privé;Don;FWET A MAS;6.3;191.72;11.8;7;Desktop;18.0;4.0;Cocoyer Sucré_C10;10;200;301.0;Oui;100;Karata;Instagram;Parent;2025-08-22;2025-10-22;10;Standard;3.63;51.2;14.1;14.1;0.0750;0.0143;3.842;0.730;31.1;27.282;Non
2020-02-14;CodeKreyol;Tech;Public;Don;INSIDE MAS;6.2;279.91;16.1;2;Desktop;13.0;5.0;CodeKreyol_C01;1;150;213.0;Oui;0;Karata;Instagram;Parent;2020-02-14;2021-01-17;2;Carnaval;3.10;36.3;11.7;11.7;0.0481;0.0091;1.744;0.332;15.4;14.217;Non
2020-08-25;CodeKreyol;Tech;Privé;Logo début/fin;LIVE;9.5;1374.94;14.8;4;Mobile;9.0;8.0;CodeKreyol_C01;1;150;213.0;Oui;0;Karata;Facebook;Parent;2020-02-14;2021-01-17;8;Été;2.37;35.8;15.1;11.9;0.0612;0.0091;2.193;0.326;15.4;14.217;Non
2020-08-27;CodeKreyol;Tech;Public;Placement produit;INSIDE MAS;9.7;1668.15;22.0;5;Tablet;21.0;4.0;CodeKreyol_C01;1;150;213.0;Oui;0;Karata;YouTube;Parent;2020-02-14;2021-01-17;8;Été;1.64;49.2;30.0;16.4;0.0710;0.0239;3.491;1.176;15.4;14.217;Non
2020-09-18;CodeKreyol;Tech;Public;Citation orale;MOUN A MAS;7.8;945.94;15.5;7;Desktop;13.0;9.0;CodeKreyol_C01;1;150;213.0;Oui;0;Karata;Instagram;Parent;2020-02-14;2021-01-17;9;Standard;2.69;34.8;12.9;11.6;0.0653;0.0158;2.272;0.552;15.4;14.217;Non
2021-01-17;CodeKreyol;Tech;Public;Citation orale;INSIDE MAS;6.9;711.38;15.2;9;Mobile;8.0;4.0;CodeKreyol_C01;1;150;213.0;Oui;0;Karata;YouTube;Parent;2020-02-14;2021-01-17;1;Carnaval;1.62;56.9;35.2;19.0;0.0794;0.0240;4.518;1.365;15.4;14.217;Non
2021-02-08;CodeKreyol;Tech;Privé;Logo fin;LIVE;5.2;964.65;15.1;1;Desktop;19.0;6.0;CodeKreyol_C02;2;500;489.1;Non;100;Karata;YouTube;Sport_Lover;2021-02-08;2021-06-18;2;Carnaval;1.44;101.6;70.4;33.9;0.0437;0.0097;4.442;0.988;22.6;23.461;Oui
2021-03-10;CodeKreyol;Tech;Public;Placement produit;INSIDE MAS;7.6;1812.44;23.0;4;Tablet;9.0;9.0;CodeKreyol_C02;2;500;489.1;Non;100;Karata;Facebook;Sport_Lover;2021-02-08;2021-06-18;3;Carnaval;2.30;96.4;41.9;32.1;0.0807;0.0266;7.785;2.568;22.6;23.461;Oui
2021-04-14;CodeKreyol;Tech;Public;Logo début/fin;LIVE;8.7;852.21;23.9;4;Mobile;11.0;10.0;CodeKreyol_C02;2;500;489.1;Non;100;Karata;YouTube;Sport_Lover;2021-02-08;2021-06-18;4;Standard;1.31;117.0;89.6;39.0;0.0357;0.0064;4.175;0.746;22.6;23.461;Oui
2021-05-05;CodeKreyol;Tech;Particulier;Don;INSIDE MAS;9.7;134.85;22.5;1;Desktop;12.0;2.0;CodeKreyol_C02;2;500;489.1;Non;100;Karata;Facebook;Sport_Lover;2021-02-08;2021-06-18;5;Standard;2.22;80.6;36.3;26.9;0.0478;0.0083;3.856;0.669;22.6;23.461;Oui
2021-06-18;CodeKreyol;Tech;Public;Logo fin;INSIDE MAS;7.4;653.44;36.1;1;Mobile;18.0;4.0;CodeKreyol_C02;2;500;489.1;Non;100;Karata;YouTube;Sport_Lover;2021-02-08;2021-06-18;6;Standard;1.38;93.4;67.8;31.1;0.0343;0.0080;3.202;0.745;22.6;23.461;Oui
2021-07-26;CodeKreyol;Tech;Association;Placement produit;INSIDE MAS;8.0;1313.83;23.8;5;Tablet;21.0;5.0;CodeKreyol_C03;3;800;1181.7;Oui;50;Karata;Facebook;Artisan;2021-07-26;2021-10-03;7;Été;2.03;333.0;163.9;111.0;0.0895;0.0241;29.810;8.036;60.0;68.733;Oui
